id_log,id_produk,id_seller,tanggal,jenis_perubahan,jumlah,stok_sebelum,stok_sesudah,alasan
L002720,P015,U003,2025-07-08,Barang Rusak,32,1872,1840,Kerusakan barang
L005678,P028,U006,2025-07-08,Penyesuaian,30,3960,3930,Audit stok
L004151,P019,U004,2025-07-09,Retur Supplier,10,5451,5461,Pengembalian supplier
L000323,P012,U003,2025-07-09,Restock,14,2835,2849,Pembelian supplier
L003603,P020,U004,2025-07-09,Restock,69,1667,1736,Pembelian supplier
L003277,P023,U005,2025-07-09,Restock,64,3295,3359,Pembelian supplier
L003002,P002,U001,2025-07-10,Restock,46,2087,2133,Pembelian supplier
L003747,P019,U004,2025-07-10,Restock,6,5423,5429,Pembelian supplier
L001156,P021,U005,2025-07-10,Barang Rusak,50,817,767,Kerusakan barang
L000160,P014,U003,2025-07-10,Restock,40,470,510,Pembelian supplier
L003263,P015,U003,2025-07-10,Penjualan,30,1913,1883,Produk terjual
L000292,P011,U003,2025-07-10,Penjualan,65,2290,2225,Produk terjual
L002031,P023,U005,2025-07-11,Restock,71,3419,3490,Pembelian supplier
L003067,P009,U002,2025-07-11,Restock,34,3714,3748,Pembelian supplier
L001682,P025,U005,2025-07-11,Restock,51,1936,1987,Pembelian supplier
L003058,P026,U006,2025-07-11,Retur Supplier,5,3144,3149,Pengembalian supplier
L005714,P003,U001,2025-07-11,Restock,25,2734,2759,Pembelian supplier
L003397,P024,U005,2025-07-11,Penjualan,56,2385,2329,Produk terjual
L004264,P020,U004,2025-07-11,Restock,8,2102,2110,Pembelian supplier
L005825,P027,U006,2025-07-11,Penjualan,29,2094,2065,Produk terjual
L003901,P003,U001,2025-07-11,Penjualan,33,2141,2108,Produk terjual
L002369,P002,U001,2025-07-11,Barang Rusak,77,1679,1602,Kerusakan barang
L000591,P002,U001,2025-07-11,Restock,20,679,699,Pembelian supplier
L003502,P025,U005,2025-07-11,Penjualan,41,2233,2192,Produk terjual
L003981,P001,U001,2025-07-11,Restock,51,2825,2876,Pembelian supplier
L001400,P028,U006,2025-07-12,Penjualan,60,2108,2048,Produk terjual
L004294,P016,U004,2025-07-12,Restock,77,2762,2839,Pembelian supplier
L005843,P028,U006,2025-07-12,Penjualan,58,4049,3991,Produk terjual
L000012,P019,U004,2025-07-12,Barang Rusak,47,2914,2867,Kerusakan barang
L002292,P011,U003,2025-07-12,Restock,45,2355,2400,Pembelian supplier
L003586,P026,U006,2025-07-13,Restock,58,3485,3543,Pembelian supplier
L000887,P024,U005,2025-07-13,Retur Supplier,12,1123,1135,Pengembalian supplier
L003703,P017,U004,2025-07-13,Restock,53,3333,3386,Pembelian supplier
L002504,P023,U005,2025-07-13,Restock,12,3642,3654,Pembelian supplier
L000014,P030,U006,2025-07-13,Barang Rusak,22,1278,1256,Kerusakan barang
L003882,P029,U006,2025-07-13,Restock,28,4245,4273,Pembelian supplier
L001992,P014,U003,2025-07-13,Penjualan,80,825,745,Produk terjual
L002325,P020,U004,2025-07-14,Restock,56,1409,1465,Pembelian supplier
L003493,P015,U003,2025-07-14,Penjualan,72,1930,1858,Produk terjual
L002728,P016,U004,2025-07-14,Restock,18,2252,2270,Pembelian supplier
L004090,P028,U006,2025-07-14,Restock,59,3392,3451,Pembelian supplier
L005602,P024,U005,2025-07-14,Restock,72,1996,2068,Pembelian supplier
L001322,P024,U005,2025-07-14,Penjualan,49,1696,1647,Produk terjual
L002783,P009,U002,2025-07-15,Kadaluarsa,75,3727,3652,Melewati masa jual
L004681,P029,U006,2025-07-15,Restock,49,4400,4449,Pembelian supplier
L002412,P021,U005,2025-07-15,Restock,55,1272,1327,Pembelian supplier
L003092,P008,U002,2025-07-15,Penyesuaian,24,2019,1995,Audit stok
L003791,P028,U006,2025-07-15,Retur Supplier,43,3266,3309,Pengembalian supplier
L002819,P028,U006,2025-07-15,Restock,56,2921,2977,Pembelian supplier
L001055,P022,U005,2025-07-15,Barang Rusak,66,2599,2533,Kerusakan barang
L000388,P011,U003,2025-07-15,Barang Rusak,43,2221,2178,Kerusakan barang
L001775,P018,U004,2025-07-15,Penjualan,37,2908,2871,Produk terjual
L005461,P008,U002,2025-07-15,Restock,6,3238,3244,Pembelian supplier
L003432,P018,U004,2025-07-16,Restock,58,3286,3344,Pembelian supplier
L000736,P007,U002,2025-07-16,Restock,53,2693,2746,Pembelian supplier
L003831,P002,U001,2025-07-16,Restock,58,2144,2202,Pembelian supplier
L003429,P004,U001,2025-07-16,Restock,47,1071,1118,Pembelian supplier
L000979,P027,U006,2025-07-16,Restock,66,1759,1825,Pembelian supplier
L004293,P024,U005,2025-07-16,Restock,72,2323,2395,Pembelian supplier
L001919,P010,U002,2025-07-16,Penjualan,11,372,361,Produk terjual
L002817,P028,U006,2025-07-16,Restock,65,2856,2921,Pembelian supplier
L000919,P014,U003,2025-07-16,Penjualan,35,456,421,Produk terjual
L004604,P016,U004,2025-07-17,Penjualan,13,3083,3070,Produk terjual
L005616,P029,U006,2025-07-17,Penyesuaian,69,5087,5018,Audit stok
L002393,P009,U002,2025-07-17,Restock,71,3552,3623,Pembelian supplier
L003150,P030,U006,2025-07-17,Restock,72,2309,2381,Pembelian supplier
L001471,P029,U006,2025-07-17,Restock,55,3291,3346,Pembelian supplier
L003258,P013,U003,2025-07-17,Restock,32,794,826,Pembelian supplier
L000473,P008,U002,2025-07-18,Penjualan,39,1722,1683,Produk terjual
L003349,P010,U002,2025-07-18,Kadaluarsa,34,368,334,Melewati masa jual
L003695,P014,U003,2025-07-18,Restock,63,1272,1335,Pembelian supplier
L002385,P004,U001,2025-07-18,Barang Rusak,48,698,650,Kerusakan barang
L004305,P008,U002,2025-07-18,Penjualan,14,2568,2554,Produk terjual
L003090,P005,U001,2025-07-18,Penjualan,69,3388,3319,Produk terjual
L003633,P009,U002,2025-07-19,Barang Rusak,47,3905,3858,Kerusakan barang
L001953,P030,U006,2025-07-19,Restock,57,2146,2203,Pembelian supplier
L000020,P010,U002,2025-07-19,Penjualan,34,801,767,Produk terjual
L001139,P013,U003,2025-07-19,Penjualan,72,700,628,Produk terjual
L001508,P024,U005,2025-07-19,Restock,75,1681,1756,Pembelian supplier
L001619,P014,U003,2025-07-19,Barang Rusak,46,617,571,Kerusakan barang
L002879,P029,U006,2025-07-19,Restock,2,3702,3704,Pembelian supplier
L003527,P024,U005,2025-07-19,Restock,20,2216,2236,Pembelian supplier
L001798,P017,U004,2025-07-19,Restock,39,2006,2045,Pembelian supplier
L005460,P007,U002,2025-07-20,Restock,1,3583,3584,Pembelian supplier
L004875,P016,U004,2025-07-20,Penjualan,34,3058,3024,Produk terjual
L004691,P011,U003,2025-07-20,Restock,75,2722,2797,Pembelian supplier
L003680,P022,U005,2025-07-20,Restock,36,3118,3154,Pembelian supplier
L004458,P013,U003,2025-07-20,Restock,5,517,522,Pembelian supplier
L002965,P023,U005,2025-07-21,Penjualan,68,3519,3451,Produk terjual
L002996,P027,U006,2025-07-21,Restock,44,1889,1933,Pembelian supplier
L005706,P020,U004,2025-07-21,Penjualan,1,2926,2925,Produk terjual
L000699,P008,U002,2025-07-21,Barang Rusak,11,1729,1718,Kerusakan barang
L003013,P029,U006,2025-07-21,Restock,25,3826,3851,Pembelian supplier
L004994,P021,U005,2025-07-22,Barang Rusak,69,2511,2442,Kerusakan barang
L003562,P011,U003,2025-07-22,Penjualan,48,2506,2458,Produk terjual
L000234,P020,U004,2025-07-22,Restock,10,1132,1142,Pembelian supplier
L003445,P020,U004,2025-07-22,Restock,57,1637,1694,Pembelian supplier
L001622,P025,U005,2025-07-22,Restock,41,1969,2010,Pembelian supplier
L005747,P013,U003,2025-07-22,Restock,62,948,1010,Pembelian supplier
L003426,P028,U006,2025-07-22,Penjualan,5,3431,3426,Produk terjual
L005839,P024,U005,2025-07-22,Penjualan,54,2149,2095,Produk terjual
L000650,P017,U004,2025-07-23,Restock,41,1366,1407,Pembelian supplier
L005737,P021,U005,2025-07-23,Kadaluarsa,16,2658,2642,Melewati masa jual
L003503,P004,U001,2025-07-23,Restock,26,1083,1109,Pembelian supplier
L004395,P006,U002,2025-07-23,Restock,42,2880,2922,Pembelian supplier
L002465,P004,U001,2025-07-23,Restock,39,898,937,Pembelian supplier
L001924,P023,U005,2025-07-23,Restock,24,3370,3394,Pembelian supplier
L001739,P001,U001,2025-07-24,Retur Supplier,63,2527,2590,Pengembalian supplier
L002337,P014,U003,2025-07-24,Barang Rusak,16,949,933,Kerusakan barang
L001095,P021,U005,2025-07-24,Restock,31,808,839,Pembelian supplier
L005298,P022,U005,2025-07-24,Restock,13,3879,3892,Pembelian supplier
L002747,P003,U001,2025-07-24,Restock,33,1630,1663,Pembelian supplier
L001588,P020,U004,2025-07-24,Kadaluarsa,19,1360,1341,Melewati masa jual
L002570,P028,U006,2025-07-24,Penjualan,32,2761,2729,Produk terjual
L001501,P025,U005,2025-07-25,Restock,14,1910,1924,Pembelian supplier
L000798,P006,U002,2025-07-25,Restock,33,1287,1320,Pembelian supplier
L004116,P006,U002,2025-07-26,Restock,61,2939,3000,Pembelian supplier
L003433,P028,U006,2025-07-26,Penjualan,15,3426,3411,Produk terjual
L005118,P003,U001,2025-07-26,Penjualan,2,2480,2478,Produk terjual
L000345,P028,U006,2025-07-26,Penjualan,49,1955,1906,Produk terjual
L002919,P004,U001,2025-07-26,Restock,6,1000,1006,Pembelian supplier
L005525,P030,U006,2025-07-26,Restock,32,4070,4102,Pembelian supplier
L005099,P030,U006,2025-07-27,Penjualan,53,3661,3608,Produk terjual
L005314,P021,U005,2025-07-27,Restock,36,2655,2691,Pembelian supplier
L002371,P027,U006,2025-07-27,Restock,62,1996,2058,Pembelian supplier
L005019,P020,U004,2025-07-27,Penjualan,4,2451,2447,Produk terjual
L005035,P016,U004,2025-07-27,Penjualan,34,3010,2976,Produk terjual
L005672,P021,U005,2025-07-27,Penjualan,33,2610,2577,Produk terjual
L005397,P023,U005,2025-07-27,Restock,51,3360,3411,Pembelian supplier
L004566,P030,U006,2025-07-28,Penjualan,40,3138,3098,Produk terjual
L002935,P030,U006,2025-07-28,Penjualan,12,2248,2236,Produk terjual
L001506,P023,U005,2025-07-28,Restock,16,3019,3035,Pembelian supplier
L003338,P023,U005,2025-07-28,Penyesuaian,7,3288,3281,Audit stok
L004306,P009,U002,2025-07-28,Penjualan,1,3844,3843,Produk terjual
L004452,P007,U002,2025-07-28,Penyesuaian,62,3551,3489,Audit stok
L001582,P012,U003,2025-07-28,Restock,72,3384,3456,Pembelian supplier
L003295,P005,U001,2025-07-28,Restock,4,3353,3357,Pembelian supplier
L003860,P003,U001,2025-07-29,Retur Supplier,71,2148,2219,Pengembalian supplier
L004246,P024,U005,2025-07-29,Restock,21,2275,2296,Pembelian supplier
L002884,P018,U004,2025-07-29,Penjualan,42,3077,3035,Produk terjual
L002397,P027,U006,2025-07-29,Restock,1,2058,2059,Pembelian supplier
L001446,P025,U005,2025-07-29,Penyesuaian,20,1930,1910,Audit stok
L005856,P006,U002,2025-07-29,Restock,10,4010,4020,Pembelian supplier
L002767,P020,U004,2025-07-29,Restock,21,1397,1418,Pembelian supplier
L001964,P021,U005,2025-07-30,Penjualan,17,1261,1244,Produk terjual
L002326,P009,U002,2025-07-30,Restock,43,3509,3552,Pembelian supplier
L004671,P002,U001,2025-07-30,Restock,17,2429,2446,Pembelian supplier
L004456,P023,U005,2025-07-30,Restock,16,3226,3242,Pembelian supplier
L002825,P030,U006,2025-07-30,Penyesuaian,28,2248,2220,Audit stok
L001863,P014,U003,2025-07-31,Restock,32,778,810,Pembelian supplier
L000841,P011,U003,2025-07-31,Restock,39,1905,1944,Pembelian supplier
L001962,P005,U001,2025-07-31,Penjualan,64,3160,3096,Produk terjual
L005546,P004,U001,2025-07-31,Restock,61,1583,1644,Pembelian supplier
L000915,P018,U004,2025-07-31,Penjualan,7,2696,2689,Produk terjual
L002117,P017,U004,2025-07-31,Restock,49,2322,2371,Pembelian supplier
L005851,P017,U004,2025-07-31,Restock,17,4343,4360,Pembelian supplier
L000616,P007,U002,2025-07-31,Penyesuaian,55,2686,2631,Audit stok
L002156,P026,U006,2025-07-31,Barang Rusak,74,2806,2732,Kerusakan barang
L004538,P019,U004,2025-07-31,Penjualan,24,5708,5684,Produk terjual
L000855,P028,U006,2025-08-01,Restock,50,2045,2095,Pembelian supplier
L003879,P007,U002,2025-08-01,Penjualan,24,3503,3479,Produk terjual
L002545,P005,U001,2025-08-01,Kadaluarsa,10,3132,3122,Melewati masa jual
L004516,P027,U006,2025-08-01,Restock,1,1490,1491,Pembelian supplier
L005789,P029,U006,2025-08-01,Penjualan,13,5098,5085,Produk terjual
L003318,P024,U005,2025-08-01,Penyesuaian,23,2248,2225,Audit stok
L002980,P022,U005,2025-08-02,Restock,47,2860,2907,Pembelian supplier
L001884,P020,U004,2025-08-02,Penyesuaian,1,1417,1416,Audit stok
L002557,P019,U004,2025-08-02,Penjualan,16,4655,4639,Produk terjual
L002459,P004,U001,2025-08-02,Restock,70,856,926,Pembelian supplier
L003271,P024,U005,2025-08-02,Penjualan,10,2208,2198,Produk terjual
L004560,P024,U005,2025-08-02,Restock,12,2052,2064,Pembelian supplier
L000028,P025,U005,2025-08-02,Restock,39,1244,1283,Pembelian supplier
L004040,P008,U002,2025-08-03,Restock,7,2455,2462,Pembelian supplier
L003945,P015,U003,2025-08-03,Penjualan,12,2002,1990,Produk terjual
L004283,P012,U003,2025-08-03,Restock,76,4014,4090,Pembelian supplier
L001701,P030,U006,2025-08-03,Restock,76,1989,2065,Pembelian supplier
L002734,P005,U001,2025-08-03,Restock,64,3151,3215,Pembelian supplier
L005320,P021,U005,2025-08-03,Penjualan,67,2691,2624,Produk terjual
L002138,P015,U003,2025-08-03,Penjualan,62,1598,1536,Produk terjual
L005540,P017,U004,2025-08-03,Restock,13,4209,4222,Pembelian supplier
L002522,P006,U002,2025-08-04,Restock,78,2211,2289,Pembelian supplier
L000920,P028,U006,2025-08-04,Restock,24,2102,2126,Pembelian supplier
L005859,P017,U004,2025-08-04,Barang Rusak,21,4360,4339,Kerusakan barang
L003663,P009,U002,2025-08-04,Penjualan,71,3848,3777,Produk terjual
L000611,P013,U003,2025-08-04,Restock,47,655,702,Pembelian supplier
L005968,P030,U006,2025-08-04,Penjualan,80,4220,4140,Produk terjual
L005734,P018,U004,2025-08-04,Restock,65,3714,3779,Pembelian supplier
L005437,P015,U003,2025-08-04,Restock,15,2327,2342,Pembelian supplier
L005458,P003,U001,2025-08-04,Penjualan,74,2825,2751,Produk terjual
L004319,P017,U004,2025-08-04,Restock,23,3466,3489,Pembelian supplier
L002454,P028,U006,2025-08-04,Penjualan,60,2649,2589,Produk terjual
L001808,P017,U004,2025-08-04,Restock,39,2045,2084,Pembelian supplier
L005235,P016,U004,2025-08-04,Restock,52,2974,3026,Pembelian supplier
L004110,P011,U003,2025-08-04,Restock,28,2634,2662,Pembelian supplier
L001454,P019,U004,2025-08-05,Retur Supplier,69,4056,4125,Pengembalian supplier
L002108,P020,U004,2025-08-05,Penjualan,14,1496,1482,Produk terjual
L003547,P004,U001,2025-08-05,Barang Rusak,3,1110,1107,Kerusakan barang
L002231,P030,U006,2025-08-05,Restock,50,2242,2292,Pembelian supplier
L001535,P002,U001,2025-08-06,Restock,60,1287,1347,Pembelian supplier
L004120,P021,U005,2025-08-06,Barang Rusak,25,2411,2386,Kerusakan barang
L001028,P002,U001,2025-08-06,Penjualan,26,1014,988,Produk terjual
L004209,P021,U005,2025-08-06,Restock,39,2291,2330,Pembelian supplier
L000687,P026,U006,2025-08-06,Restock,62,2018,2080,Pembelian supplier
L005792,P008,U002,2025-08-06,Restock,27,3965,3992,Pembelian supplier
L003198,P029,U006,2025-08-06,Restock,79,3901,3980,Pembelian supplier
L003530,P008,U002,2025-08-07,Restock,42,1942,1984,Pembelian supplier
L003584,P027,U006,2025-08-07,Restock,3,2049,2052,Pembelian supplier
L000324,P007,U002,2025-08-07,Restock,78,2355,2433,Pembelian supplier
L003126,P008,U002,2025-08-07,Restock,4,1909,1913,Pembelian supplier
L002137,P014,U003,2025-08-08,Restock,59,765,824,Pembelian supplier
L001976,P026,U006,2025-08-08,Penjualan,56,2768,2712,Produk terjual
L000243,P026,U006,2025-08-08,Restock,57,1879,1936,Pembelian supplier
L001575,P020,U004,2025-08-08,Restock,40,1320,1360,Pembelian supplier
L003044,P029,U006,2025-08-09,Penjualan,54,3851,3797,Produk terjual
L000247,P009,U002,2025-08-09,Restock,44,2855,2899,Pembelian supplier
L005953,P030,U006,2025-08-09,Retur Supplier,18,4202,4220,Pengembalian supplier
L004570,P008,U002,2025-08-09,Penjualan,15,2567,2552,Produk terjual
L000176,P020,U004,2025-08-09,Penjualan,8,1160,1152,Produk terjual
L001545,P029,U006,2025-08-09,Penjualan,31,3346,3315,Produk terjual
L002192,P009,U002,2025-08-10,Kadaluarsa,16,3380,3364,Melewati masa jual
L005335,P030,U006,2025-08-10,Penjualan,72,3875,3803,Produk terjual
L002958,P021,U005,2025-08-10,Penjualan,79,1635,1556,Produk terjual
L005867,P019,U004,2025-08-10,Retur Supplier,74,6308,6382,Pengembalian supplier
L004826,P024,U005,2025-08-10,Penjualan,11,2335,2324,Produk terjual
L003335,P019,U004,2025-08-10,Retur Supplier,37,5060,5097,Pengembalian supplier
L005806,P022,U005,2025-08-10,Restock,78,4184,4262,Pembelian supplier
L005142,P023,U005,2025-08-10,Restock,15,3473,3488,Pembelian supplier
L003902,P028,U006,2025-08-10,Barang Rusak,67,3335,3268,Kerusakan barang
L000908,P001,U001,2025-08-10,Restock,64,2035,2099,Pembelian supplier
L003314,P016,U004,2025-08-10,Penjualan,73,2482,2409,Produk terjual
L000837,P014,U003,2025-08-11,Penjualan,78,538,460,Produk terjual
L004290,P017,U004,2025-08-11,Restock,4,3461,3465,Pembelian supplier
L005051,P019,U004,2025-08-11,Restock,39,5709,5748,Pembelian supplier
L000402,P015,U003,2025-08-11,Restock,78,1501,1579,Pembelian supplier
L001394,P008,U002,2025-08-11,Restock,24,1860,1884,Pembelian supplier
L004645,P021,U005,2025-08-11,Restock,60,2441,2501,Pembelian supplier
L000639,P023,U005,2025-08-11,Restock,26,3134,3160,Pembelian supplier
L000443,P019,U004,2025-08-12,Restock,12,3428,3440,Pembelian supplier
L003732,P028,U006,2025-08-12,Restock,7,3201,3208,Pembelian supplier
L000875,P010,U002,2025-08-12,Retur Supplier,24,412,436,Pengembalian supplier
L000780,P024,U005,2025-08-12,Penjualan,40,1156,1116,Produk terjual
L005291,P008,U002,2025-08-12,Restock,6,2921,2927,Pembelian supplier
L002803,P013,U003,2025-08-12,Retur Supplier,23,1071,1094,Pengembalian supplier
L001325,P018,U004,2025-08-12,Penyesuaian,58,2718,2660,Audit stok
L004694,P022,U005,2025-08-13,Penjualan,54,3672,3618,Produk terjual
L002267,P006,U002,2025-08-13,Kadaluarsa,66,2198,2132,Melewati masa jual
L005818,P022,U005,2025-08-13,Retur Supplier,23,4262,4285,Pengembalian supplier
L004592,P027,U006,2025-08-13,Restock,11,1460,1471,Pembelian supplier
L005476,P020,U004,2025-08-13,Restock,36,2835,2871,Pembelian supplier
L003033,P005,U001,2025-08-13,Retur Supplier,63,3284,3347,Pengembalian supplier
L005409,P006,U002,2025-08-14,Restock,4,3801,3805,Pembelian supplier
L005455,P030,U006,2025-08-14,Restock,77,3890,3967,Pembelian supplier
L004673,P027,U006,2025-08-14,Restock,25,1500,1525,Pembelian supplier
L004863,P008,U002,2025-08-14,Restock,50,2668,2718,Pembelian supplier
L001599,P003,U001,2025-08-14,Restock,40,1260,1300,Pembelian supplier
L000079,P028,U006,2025-08-14,Retur Supplier,72,1979,2051,Pengembalian supplier
L005679,P005,U001,2025-08-14,Restock,28,3754,3782,Pembelian supplier
L002201,P024,U005,2025-08-14,Restock,41,1885,1926,Pembelian supplier
L002095,P029,U006,2025-08-14,Penyesuaian,40,3298,3258,Audit stok
L001576,P007,U002,2025-08-15,Penjualan,48,3040,2992,Produk terjual
L003869,P026,U006,2025-08-15,Penjualan,28,3596,3568,Produk terjual
L001955,P012,U003,2025-08-15,Retur Supplier,2,3599,3601,Pengembalian supplier
L003069,P008,U002,2025-08-15,Restock,57,1967,2024,Pembelian supplier
L000340,P014,U003,2025-08-15,Retur Supplier,44,587,631,Pengembalian supplier
L000154,P021,U005,2025-08-15,Restock,53,847,900,Pembelian supplier
L003244,P028,U006,2025-08-16,Penyesuaian,36,3365,3329,Audit stok
L005036,P024,U005,2025-08-16,Penjualan,38,2354,2316,Produk terjual
L005800,P011,U003,2025-08-16,Penjualan,31,2969,2938,Produk terjual
L002657,P010,U002,2025-08-16,Kadaluarsa,57,306,249,Melewati masa jual
L005506,P025,U005,2025-08-16,Restock,42,2810,2852,Pembelian supplier
L001982,P016,U004,2025-08-17,Restock,8,1859,1867,Pembelian supplier
L002043,P006,U002,2025-08-17,Retur Supplier,39,1908,1947,Pengembalian supplier
L005473,P020,U004,2025-08-17,Penjualan,79,2914,2835,Produk terjual
L000116,P002,U001,2025-08-17,Restock,43,960,1003,Pembelian supplier
L003439,P030,U006,2025-08-17,Restock,8,2465,2473,Pembelian supplier
L004037,P014,U003,2025-08-18,Penjualan,12,1424,1412,Produk terjual
L002663,P029,U006,2025-08-18,Restock,55,3644,3699,Pembelian supplier
L000749,P019,U004,2025-08-18,Restock,69,3531,3600,Pembelian supplier
L002646,P028,U006,2025-08-18,Penjualan,13,2741,2728,Produk terjual
L001621,P022,U005,2025-08-18,Retur Supplier,13,2740,2753,Pengembalian supplier
L004298,P028,U006,2025-08-18,Restock,34,3365,3399,Pembelian supplier
L004945,P027,U006,2025-08-18,Barang Rusak,69,1523,1454,Kerusakan barang
L005015,P025,U005,2025-08-18,Penjualan,39,2510,2471,Produk terjual
L002697,P013,U003,2025-08-18,Restock,21,1021,1042,Pembelian supplier
L001928,P011,U003,2025-08-18,Restock,19,2327,2346,Pembelian supplier
L002518,P019,U004,2025-08-18,Restock,24,4732,4756,Pembelian supplier
L001991,P025,U005,2025-08-18,Restock,66,1961,2027,Pembelian supplier
L005466,P022,U005,2025-08-18,Restock,21,3813,3834,Pembelian supplier
L005750,P011,U003,2025-08-18,Penjualan,74,2975,2901,Produk terjual
L000609,P017,U004,2025-08-18,Restock,41,1325,1366,Pembelian supplier
L004314,P028,U006,2025-08-19,Penyesuaian,8,3494,3486,Audit stok
L004582,P025,U005,2025-08-19,Restock,23,2499,2522,Pembelian supplier
